url,downloads,analyses,bioproject,publications,samples_count,samples,geocoordinates,accession,biomes,secondary_accession,centre_name,is_public,public_release_date,study_abstract,study_name,data_origination,last_update
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000970?format=csv,,,PRJNA284659,,72,,,MGYS00000970,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil:Agricultural'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural?format=csv'})])]",SRP058834,BioProject,True,,Detect the response of bacterial and archaeal community in rice field soils to rice straw addition under methanogenic conditions,Rice field soils bacterial 16S rRNA genes raw sequence reads,HARVESTED,2016-05-17T15:24:54
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000950?format=csv,,,PRJNA248059,,1,,,MGYS00000950,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil:Agricultural'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Agricultural?format=csv'})])]",SRP042070,BioProject,True,,To study the community structures after the addition of ammonium and nitrate,Rice field soil Targeted Locus (Loci),HARVESTED,2016-05-16T15:19:36
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000908?format=csv,,,PRJNA273696,,1,,,MGYS00000908,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil:Crop'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Crop?format=csv'})])]",SRP052852,BioProject,True,,Rice paddy soil Metagenome,Rice paddy soil Metagenome,HARVESTED,2016-05-13T10:50:33
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000896?format=csv,,,PRJNA271842,,5,,,MGYS00000896,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP051799,BioProject,True,,Microbial diversity of flooded rice soil under various situations,Metagenome study of rice samples under various conditions,HARVESTED,2016-05-12T11:30:59
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000843?format=csv,,,PRJNA229435,,15,,,MGYS00000843,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP033387,BioProject,True,,"Soil samples from a chronosequence of 0-700 years of rice cropping in the Bay of Hangzhou, China by 454 pyrosequencing",Cixi.454Reads Targeted Locus (Loci),HARVESTED,2016-05-04T11:38:22
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000783?format=csv,,,PRJNA209798,,1,,,MGYS00000783,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP026384,BioProject,True,,Genetically modified (GM) crops soil,Rice fields Targeted Locus (Loci),HARVESTED,2016-05-02T12:12:54
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000765?format=csv,,,PRJNA187359,,15,,,MGYS00000765,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP018527,BioProject,True,,Characterization of bacterial community structure from paddy field bulk soil with alfalfa-rice crop rotation.,Bulk soil Metagenome,HARVESTED,2016-04-22T12:23:01
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000745?format=csv,,,PRJNA192923,,1,,,MGYS00000745,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP019200,BioProject,True,,Investigation of Methane Emission and Bacterial and Archaeal Communities in Rice Paddy Soil during Rice Cultivation.,Rice paddy soil Targeted Locus (Loci),HARVESTED,2016-04-20T21:03:20
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000744?format=csv,,,PRJNA198445,,12,,,MGYS00000744,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP021528,BioProject,True,,"Fertilization is a common practice to improve plant nutrient and increase crop production, but it can also affect soil bacterial communities. In addition, soil microbial communities are dynamics in seasonal changes. Therefore, this study focuses on the responses of bacterial communities in arable soils under rice-wheat cropping system to different fertilizer regimes and sampling time.",Arable soils under rice-wheat cropping system,HARVESTED,2016-04-20T20:19:37
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000709?format=csv,,,PRJNA177670,,1,,,MGYS00000709,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP016139,BioProject,True,,"Bacterial community diversity and structure of two typical grain food rotations of winter wheat-rice and winter wheat-maize soon after wheat harvested are studied. It will help us have a knowledge of sustainable agriculture systems.  In this study, soil samples were collected soon after winter wheat harvest from two typical rotation systems, i. e. winter wheat-rice located in Changshu (CS), Jintan (JT), and Zhangjiagang (ZJG), Jiangsu province and winter wheat-maize located in Dezhou (DZ), Shandong province, and in Quzhou (QZ), Hebei province in China.",Bacterial community diversity and structure of winter wheat-cultivated soils,HARVESTED,2016-04-15T12:03:59
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000705?format=csv,,,PRJNA169177,,26,,,MGYS00000705,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil?format=csv'})])]",SRP013887,BioProject,True,,To investigated the bacterial and archaeal diversity in the rice paddy soils which have been fertilized for 23 years.,Rice paddy soil Targeted Locus (Loci),HARVESTED,2016-04-15T11:31:21
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000602?format=csv,,,PRJEB12448,,1,,,MGYS00000602,"[OrderedDict([('type', 'biomes'), ('id', 'root:Engineered:Solid waste:Composting'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Engineered:Solid%20waste:Composting?format=csv'})])]",ERP013929,University of York,True,2016-03-20,A rice straw enriched mixed microbial composting community was used to inoculate rice straw as sole carbon source under laboratory conditions.  A de novo metatranscriptome was assayed after 1 week of growth and used in transcriptome informed metaproteomics,Rice-straw enriched mixed microbial composting community de novo metatranscriptome,SUBMITTED,2016-03-21T00:05:04
https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00000636?format=csv,,,PRJNA217689,,1,,,MGYS00000636,"[OrderedDict([('type', 'biomes'), ('id', 'root:Environmental:Terrestrial:Soil:Crop:Agricultural land'), ('links', {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Crop:Agricultural%20land?format=csv'})])]",SRP029423,BioProject,True,,"Impacts of biochar soil amendment (BSA) on soil bacterial community have not been well documented. In this study, we present a cross site field experiment on bacterial community changes of rice paddy in three sites (JX in Jiangxi, HN in Hunan and SC in Sichuan provinces) from South China with wheat straw biochar amended in May 2010. Using quantitative real-time PCR (qPCR) and terminal restriction fragment length polymorphism (T-RFLP) combined with tag-encoded amplicon pyrosequencing, changes in bacterial abundance and diversity under BSA at 0, 20 and 40 t ha-1 (C0, C1 and C2, respectively) were assessed with topsoils sampled at rice harvest.",Effect of biochar on bacterial community in rice paddy soils,HARVESTED,2016-03-16T10:28:48
